motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K00640_downstream.fna.motif.h1_4.h2_1	K00640_downstream	(0.4,0.44]	(35,41]	14.52	6.25	0	46	65	77.53	18	27.692307692307693	4.1	0	22.777777777777775	0
K00640_downstream.fna.motif.h2_2	K00640_downstream	(0.4,0.44]	(35,41]	0.02	75	0	44	86	77.01	15	17.441860465116278	3.2	0	21.333333333333336	0
K00648_upstream.fna.motif.h1_1	K00648_upstream	(0.36,0.4]	(54,63]	0.12	60	0	15	31	83.58	7	22.58064516129032	0.1	0	1.4285714285714286	0
K00684_upstream.fna.motif.h1_4	K00684_upstream	(0.4,0.44]	(54,63]	8.14	26.666666666666668	0	84	37	64.33	4	10.81081081081081	1.4	0	35	0
K00688_downstream.fna.motif.h1_2	K00688_downstream	(0.4,0.44]	(41,46]	0.93	36.61971830985916	0	35	39	78.45	5	12.82051282051282	0.5	0	10	0
K00688_downstream.fna.motif.h2_3	K00688_downstream	(0.4,0.44]	(41,46]	0.16	53.521126760563384	0	51	89	73.08	9	10.112359550561797	1.6	0	17.77777777777778	0
K00688_upstream.fna.motif.h1_1	K00688_upstream	(0.4,0.44]	(35,41]	1.79	12.5	0.724149	16	32	90.78	8	25	0	2	0	25
K00688_upstream.fna.motif.h2_2	K00688_upstream	(0.4,0.44]	(35,41]	20.26	6.25	0	43	68	74.54	14	20.588235294117645	2.4	0	17.142857142857142	0
K00688_upstream.fna.motif.h2_3	K00688_upstream	(0.4,0.44]	(35,41]	21.16	6.25	0.0694229	35	95	73.03	11	11.578947368421053	2.1	2	19.090909090909093	18.181818181818183
K00695_downstream.fna.motif.h1_2	K00695_downstream	(0.4,0.44]	(46,54]	0.88	30.58823529411765	0	25	42	77.68	9	21.428571428571427	1.1	0	12.222222222222223	0
K00695_downstream.fna.motif.h1_5	K00695_downstream	(0.4,0.44]	(46,54]	11.24	3.5294117647058822	0.485364	17	62	62.03	21	33.87096774193548	3.3	2	15.714285714285714	9.523809523809524
K00695_upstream.fna.motif.h1_1	K00695_upstream	(0.36,0.4]	(41,46]	13.56	11.11111111111111	0.589049	37	38	50.59	10	26.31578947368421	4.2	7	42.00000000000001	70
K00721_upstream.fna.motif.h1_1	K00721_upstream	(0.36,0.4]	(54,63]	65.75	10	0.784814	18	36	50.64	13	36.11111111111111	3	6	23.076923076923077	46.15384615384615
K00721_upstream.fna.motif.h1_3	K00721_upstream	(0.36,0.4]	(54,63]	103.15	10	2.31205	32	46	77.95	17	36.95652173913043	1.7	3	10	17.647058823529413
K00748_downstream.fna.motif.h1_5	K00748_downstream	(0.4,0.44]	(41,46]	14	1.4084507042253522	0.708456	27	46	77.64	8	17.391304347826086	0.5	1	6.25	12.5
K00748_downstream.fna.motif.h2_2	K00748_downstream	(0.4,0.44]	(41,46]	0.51	42.25352112676057	0	23	50	81	4	8	0.1	0	2.5	0
K00748_upstream.fna.motif.h1_1.h2_1	K00748_upstream	(0.4,0.44]	(41,46]	13.31	1.4084507042253522	0.739606	26	111	58.07	21	18.91891891891892	2.2	1	10.476190476190476	4.761904761904762
K00748_upstream.fna.motif.h1_2.h1_3	K00748_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0	22	76	68.49	10	13.157894736842104	0.6	0	6	0
K00748_upstream.fna.motif.h1_5	K00748_upstream	(0.4,0.44]	(41,46]	2.58	29.577464788732396	0	23	40	68.52	8	20	0.4	2	5	25
K00761_upstream.fna.motif.h1_1.h1_5	K00761_upstream	(0.4,0.44]	(41,46]	84.15	1.4084507042253522	0.318023	56	70	72.88	15	21.428571428571427	3.7	3	24.666666666666668	20
K00761_upstream.fna.motif.h1_3.h2_3.h2_1	K00761_upstream	(0.4,0.44]	(41,46]	212.27	1.4084507042253522	0.289169	83	143	61.95	17	11.888111888111888	5.8	3	34.11764705882353	17.647058823529413
K00763_upstream.fna.motif.h1_1.h2_2	K00763_upstream	(0.36,0.4]	(41,46]	0.58	33.33333333333333	0.987952	87	49	64.45	8	16.3265306122449	1.3	0	16.25	0
K00763_upstream.fna.motif.h1_2	K00763_upstream	(0.36,0.4]	(41,46]	23.11	11.11111111111111	0	86	28	74.07	7	25	0.8	0	11.428571428571429	0
K00763_upstream.fna.motif.h1_4	K00763_upstream	(0.36,0.4]	(41,46]	9.91	11.11111111111111	0	89	32	67.43	9	28.125	2.3	0	25.555555555555554	0
K00763_upstream.fna.motif.h1_5	K00763_upstream	(0.36,0.4]	(41,46]	16.58	11.11111111111111	0.993505	87	44	66.08	9	20.454545454545457	1.9	0	21.11111111111111	0
K00763_upstream.fna.motif.h2_1	K00763_upstream	(0.36,0.4]	(41,46]	16.93	11.11111111111111	0.996436	86	42	69.38	7	16.666666666666664	1.2	0	17.142857142857142	0
K00763_upstream.fna.motif.h2_3	K00763_upstream	(0.36,0.4]	(41,46]	21.01	11.11111111111111	0.992125	88	58	60.07	8	13.793103448275861	1.2	1	15	12.5
K00764_downstream.fna.motif.h2_2	K00764_downstream	(0.4,0.44]	(35,41]	3.94	6.25	0	25	51	81.92	12	23.52941176470588	0.7	0	5.833333333333333	0
K00768_downstream.fna.motif.h1_3.h2_3	K00768_downstream	(0.4,0.44]	(46,54]	6.01	7.0588235294117645	0	80	88	71.66	5	5.681818181818182	0.9	0	18	0
K00768_downstream.fna.motif.h1_4	K00768_downstream	(0.4,0.44]	(46,54]	0.02	75.29411764705883	0	32	34	70.12	7	20.588235294117645	0.9	0	12.85714285714286	0
K00772_downstream.fna.motif.h1_2	K00772_downstream	(0.44,0.48]	(41,46]	1.75	18.75	0	26	38	79.19	5	13.157894736842104	0.3	0	6	0
K00772_downstream.fna.motif.h1_3	K00772_downstream	(0.44,0.48]	(41,46]	1.68	18.75	0	18	37	77.08	5	13.513513513513514	0.3	0	6	0
K00772_downstream.fna.motif.h1_4	K00772_downstream	(0.44,0.48]	(41,46]	0.01	81.25	0	14	42	82.93	5	11.904761904761903	0.1	0	2	0
K00772_downstream.fna.motif.h1_5.h2_4.h2_1	K00772_downstream	(0.44,0.48]	(41,46]	0.43	62.5	0.00204746	28	143	85.84	33	23.076923076923077	0.9	0	2.7272727272727275	0
K00772_downstream.fna.motif.h2_2	K00772_downstream	(0.44,0.48]	(41,46]	0.72	50	0	22	55	79.86	10	18.181818181818183	0.4	0	4	0
K00772_downstream.fna.motif.h2_3	K00772_downstream	(0.44,0.48]	(41,46]	0.67	50	0	27	92	80.04	22	23.91304347826087	1.1	0	5	0
K00772_upstream.fna.motif.h1_1.h2_2	K00772_upstream	(0.4,0.44]	(41,46]	5.87	18.30985915492958	0	30	99	82.43	28	28.28282828282828	3.1	0	11.071428571428573	0
K00772_upstream.fna.motif.h1_3	K00772_upstream	(0.4,0.44]	(41,46]	0.02	69.01408450704226	1.78191e-6	24	48	73.79	15	31.25	1.4	1	9.333333333333332	6.666666666666667
K00772_upstream.fna.motif.h1_4.h2_1.h1_2.h2_3	K00772_upstream	(0.4,0.44]	(41,46]	4.21	21.126760563380284	0.0177705	29	147	81.73	40	27.2108843537415	3.6	0	9	0
K00772_upstream.fna.motif.h1_5	K00772_upstream	(0.4,0.44]	(41,46]	8.29	9.859154929577466	0.553336	25	54	77.68	17	31.48148148148148	1.3	1	7.647058823529412	5.88235294117647
K00784_downstream.fna.motif.h2_1	K00784_downstream	(0.4,0.44]	(46,54]	0.84	30.58823529411765	2.27509e-4	18	55	83.86	10	18.181818181818183	0.3	0	3	0
K00784_downstream.fna.motif.h2_2	K00784_downstream	(0.4,0.44]	(46,54]	0.02	75.29411764705883	0.00775376	20	83	82.76	14	16.867469879518072	0.2	0	1.4285714285714286	0
K00784_upstream.fna.motif.h2_2	K00784_upstream	(0.4,0.44]	(41,46]	3.97	22.535211267605636	0	25	62	80.62	15	24.193548387096776	0.6	0	4	0
K00789_upstream.fna.motif.h1_3	K00789_upstream	(0.36,0.4]	(46,54]	81.87	2.7777777777777777	8.3125e-7	29	47	65.12	12	25.53191489361702	1.6	1	13.333333333333334	8.333333333333332
K00789_upstream.fna.motif.h1_5	K00789_upstream	(0.36,0.4]	(46,54]	60.14	2.7777777777777777	3.69598	30	39	60.85	8	20.51282051282051	1.9	5	23.75	62.5
K00789_upstream.fna.motif.h2_1	K00789_upstream	(0.36,0.4]	(46,54]	27.91	2.7777777777777777	1.86038	42	85	61.16	13	15.294117647058824	5.4	4	41.53846153846154	30.76923076923077
K00790_upstream.fna.motif.h1_1	K00790_upstream	(0.4,0.44]	(46,54]	26.75	1.1764705882352942	2.96706	35	39	76.31	7	17.94871794871795	0.2	3	2.857142857142857	42.857142857142854
K00790_upstream.fna.motif.h1_5	K00790_upstream	(0.4,0.44]	(46,54]	1.51	23.529411764705884	0.116986	18	54	83.92	13	24.074074074074073	0.2	0	1.5384615384615385	0
K00790_upstream.fna.motif.h2_1.h2_3.h1_3	K00790_upstream	(0.4,0.44]	(46,54]	126.65	1.1764705882352942	7.7986	109	111	73.73	18	16.216216216216218	1.9	8	10.555555555555555	44.44444444444444
K00790_upstream.fna.motif.h2_2	K00790_upstream	(0.4,0.44]	(46,54]	0.03	67.05882352941177	0	28	60	63.97	3	5	0.5	0	16.666666666666664	0
K00790_upstream.fna.motif.h2_4.h2_5	K00790_upstream	(0.4,0.44]	(46,54]	23.51	1.1764705882352942	0	29	124	75.88	20	16.129032258064516	2.5	0	12.5	0
K00791_upstream.fna.motif.h1_1	K00791_upstream	(0.44,0.48]	(46,54]	1.67	27.027027027027025	0	114	43	75.81	5	11.627906976744185	1.3	0	26	0
K00791_upstream.fna.motif.h1_2.h2_1	K00791_upstream	(0.44,0.48]	(46,54]	0.08	64.86486486486487	0.985033	127	67	67.86	6	8.955223880597014	2.6	0	43.333333333333336	0
K00791_upstream.fna.motif.h1_4	K00791_upstream	(0.44,0.48]	(46,54]	48.96	2.7027027027027026	0	102	35	72.02	8	22.857142857142858	1.7	0	21.25	0
K00791_upstream.fna.motif.h2_4	K00791_upstream	(0.44,0.48]	(46,54]	22.03	8.108108108108109	0.701485	34	89	80.36	19	21.34831460674157	1.5	0	7.894736842105263	0
K00793_downstream.fna.motif.h1_4	K00793_downstream	(0.4,0.44]	(41,46]	0.09	59.15492957746479	0	34	30	77.55	8	26.666666666666668	1	0	12.5	0
K00793_downstream.fna.motif.h1_5	K00793_downstream	(0.4,0.44]	(41,46]	3.66	23.943661971830988	0.193616	22	49	80.65	15	30.612244897959183	0.6	0	4	0
K00793_downstream.fna.motif.h2_3	K00793_downstream	(0.4,0.44]	(41,46]	0.15	53.521126760563384	0	38	54	76.66	8	14.814814814814813	1.3	0	16.25	0
K00793_upstream.fna.motif.h1_1	K00793_upstream	(0.4,0.44]	(46,54]	10.33	3.5294117647058822	0	97	33	71.06	5	15.151515151515152	2.1	0	42.00000000000001	0
K00793_upstream.fna.motif.h1_2	K00793_upstream	(0.4,0.44]	(46,54]	0.24	47.05882352941177	0	20	40	85.79	8	20	0.2	1	2.5	12.5
K00793_upstream.fna.motif.h1_3	K00793_upstream	(0.4,0.44]	(46,54]	18.14	1.1764705882352942	0	60	45	63.52	5	11.11111111111111	2	0	40	0
K00793_upstream.fna.motif.h1_5	K00793_upstream	(0.4,0.44]	(46,54]	1.4	25.88235294117647	0.0264289	21	59	89.61	21	35.59322033898305	0.6	0	2.857142857142857	0
K00793_upstream.fna.motif.h2_1.h2_3	K00793_upstream	(0.4,0.44]	(46,54]	25.71	1.1764705882352942	1.83748	24	103	81.03	30	29.126213592233007	2.4	0	8	0
K00793_upstream.fna.motif.h2_2.h2_5	K00793_upstream	(0.4,0.44]	(46,54]	4.68	8.23529411764706	6.12982e-5	31	105	82.03	26	24.761904761904763	3.1	0	11.923076923076923	0
K00793_upstream.fna.motif.h2_4	K00793_upstream	(0.4,0.44]	(46,54]	4.27	8.23529411764706	0.0938835	32	90	78.64	19	21.11111111111111	2.7	0	14.210526315789473	0
K00812_upstream.fna.motif.h1_2.h2_3	K00812_upstream	(0.4,0.44]	(41,46]	0.01	78.87323943661973	0.00253188	16	62	90.93	12	19.35483870967742	0	0	0	0
K00812_upstream.fna.motif.h1_5	K00812_upstream	(0.4,0.44]	(41,46]	0.26	46.47887323943662	0.460732	15	49	85.3	9	18.367346938775512	0.2	1	2.2222222222222223	11.11111111111111
K00819_upstream.fna.motif.h1_2	K00819_upstream	(0.36,0.4]	(35,41]	0.09	52.94117647058823	0	18	36	64.97	5	13.88888888888889	0.4	1	8	20
K00820_downstream.fna.motif.h1_1	K00820_downstream	(0.4,0.44]	(41,46]	14.9	1.4084507042253522	2.96376	7	33	58.7	13	39.39393939393939	0.3	2	2.3076923076923075	15.384615384615385
K00820_downstream.fna.motif.h1_2	K00820_downstream	(0.4,0.44]	(41,46]	0.14	54.929577464788736	0	19	34	86.18	9	26.47058823529412	0.1	0	1.1111111111111112	0
K00820_downstream.fna.motif.h2_1	K00820_downstream	(0.4,0.44]	(41,46]	0.15	53.521126760563384	0	27	50	86.1	16	32	1	0	6.25	0
K00820_downstream.fna.motif.h2_2	K00820_downstream	(0.4,0.44]	(41,46]	0.34	46.47887323943662	0	25	72	89.54	14	19.444444444444446	0.1	0	0.7142857142857143	0
K00820_downstream.fna.motif.h2_3	K00820_downstream	(0.4,0.44]	(41,46]	5.53	18.30985915492958	0.503928	29	71	82.86	10	14.084507042253522	0.6	2	6	20
K00820_upstream.fna.motif.h1_1	K00820_upstream	(0.4,0.44]	(46,54]	13.81	2.3529411764705883	0.600708	25	33	86.62	12	36.36363636363637	0.3	1	2.5	8.333333333333332
K00823_upstream.fna.motif.h1_3	K00823_upstream	(0.36,0.4]	(41,46]	1.88	11.11111111111111	0	5	42	83.57	10	23.809523809523807	0	0	0	0
K00833_downstream.fna.motif.h1_4.h2_1	K00833_downstream	(0.4,0.44]	(46,54]	0.51	36.470588235294116	0.791391	22	73	88.38	15	20.54794520547945	0.2	0	1.3333333333333335	0
K00833_downstream.fna.motif.h2_2	K00833_downstream	(0.4,0.44]	(46,54]	3.18	14.117647058823529	0	47	81	59.65	12	14.814814814814813	5.1	2	42.5	16.666666666666664
K00833_downstream.fna.motif.h2_3.h2_5.h1_2	K00833_downstream	(0.4,0.44]	(46,54]	0.04	67.05882352941177	0	52	183	56.49	21	11.475409836065573	7	0	33.33333333333333	0
K00833_downstream.fna.motif.h2_4	K00833_downstream	(0.4,0.44]	(46,54]	0.32	44.70588235294118	0	26	66	76.96	17	25.757575757575758	1.6	0	9.411764705882353	0
K00833_upstream.fna.motif.h2_2	K00833_upstream	(0.48,1]	(41,46]	0.21	37.5	6.98009e-8	11	61	70.97	16	26.229508196721312	0.7	0	4.375	0
K00835_upstream.fna.motif.h1_4.h2_1	K00835_upstream	(0.4,0.44]	(35,41]	0.04	56.25	0	19	88	84.19	8	9.090909090909092	0.5	0	6.25	0
K00835_upstream.fna.motif.h2_2	K00835_upstream	(0.4,0.44]	(35,41]	0.03	56.25	0.011399	5	65	79.67	19	29.230769230769234	0	2	0	10.526315789473683
K00854_upstream.fna.motif.h1_4	K00854_upstream	(0.4,0.44]	(46,54]	2	21.176470588235293	0	39	55	78.15	14	25.454545454545453	1.9	0	13.571428571428571	0
K00855_downstream.fna.motif.h1_3	K00855_downstream	(0.4,0.44]	(46,54]	0.1	56.470588235294116	0.39238	14	41	85.8	12	29.268292682926827	0.2	1	1.6666666666666667	8.333333333333332
K00855_downstream.fna.motif.h2_2	K00855_downstream	(0.4,0.44]	(46,54]	0.06	61.1764705882353	0	15	51	86.22	4	7.8431372549019605	0	0	0	0
K00858_downstream.fna.motif.h1_4	K00858_downstream	(0.36,0.4]	(41,46]	2.19	11.11111111111111	1.05403	25	44	54.26	10	22.727272727272727	3.1	5	31	50
K00858_upstream.fna.motif.h1_1	K00858_upstream	(0.4,0.44]	(54,63]	1.07	76.66666666666667	0	18	37	82.53	12	32.432432432432435	0.1	0	0.8333333333333334	0
K00872_downstream.fna.motif.h1_3.h2_1	K00872_downstream	(0.4,0.44]	(54,63]	9.39	23.333333333333336	0.851989	20	71	86.74	14	19.718309859154928	0.2	0	1.4285714285714286	0
K00912_upstream.fna.motif.h2_1.h2_2	K00912_upstream	(0.4,0.44]	(46,54]	23.65	1.1764705882352942	1.97563	26	78	76.43	18	23.076923076923077	0	0	0	0
K00931_upstream.fna.motif.h1_1	K00931_upstream	(0.4,0.44]	(54,63]	130.82	3.3333333333333335	7.78228	37	43	69.81	17	39.53488372093023	3.9	8	22.941176470588236	47.05882352941176
K00931_upstream.fna.motif.h1_2	K00931_upstream	(0.4,0.44]	(54,63]	60.35	3.3333333333333335	4.42024	51	43	73.61	7	16.27906976744186	1.1	7	15.714285714285717	100
K00931_upstream.fna.motif.h2_1	K00931_upstream	(0.4,0.44]	(54,63]	276.09	3.3333333333333335	11.8139	52	126	56.16	24	19.047619047619047	11.1	15	46.25	62.5
K00937_downstream.fna.motif.h1_1	K00937_downstream	(0.4,0.44]	(54,63]	25.48	6.666666666666667	0.00124341	60	32	56.74	4	12.5	1.9	2	47.5	50
K00937_downstream.fna.motif.h1_4	K00937_downstream	(0.4,0.44]	(54,63]	0.08	90	0.0427995	22	32	83.27	6	18.75	0.3	1	5	16.666666666666664
K00937_downstream.fna.motif.h1_5	K00937_downstream	(0.4,0.44]	(54,63]	2.47	70	0	28	49	80.19	9	18.367346938775512	0.3	0	3.3333333333333335	0
K00937_downstream.fna.motif.h2_2	K00937_downstream	(0.4,0.44]	(54,63]	61.96	3.3333333333333335	0.0833591	37	82	73.91	17	20.73170731707317	2.9	1	17.058823529411764	5.88235294117647
K00940_downstream.fna.motif.h1_2	K00940_downstream	(0.4,0.44]	(46,54]	0.17	48.23529411764706	0	31	33	70.12	9	27.27272727272727	1.8	0	20	0
K00940_downstream.fna.motif.h1_3	K00940_downstream	(0.4,0.44]	(46,54]	0.13	54.11764705882353	0	19	33	84.97	8	24.242424242424242	0.3	1	3.75	12.5
K00940_downstream.fna.motif.h1_4	K00940_downstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	12	33	91.08	8	24.242424242424242	0	1	0	12.5
K00940_downstream.fna.motif.h1_5	K00940_downstream	(0.4,0.44]	(46,54]	41.47	1.1764705882352942	9.98184e-13	31	42	76.03	11	26.190476190476193	1.7	1	15.454545454545453	9.090909090909092
K00940_downstream.fna.motif.h2_1	K00940_downstream	(0.4,0.44]	(46,54]	15.19	2.3529411764705883	0	33	55	74.71	10	18.181818181818183	1.4	0	13.999999999999998	0
K00940_downstream.fna.motif.h2_2	K00940_downstream	(0.4,0.44]	(46,54]	35.22	1.1764705882352942	0	40	88	59.67	25	28.40909090909091	8	0	32	0
K00940_downstream.fna.motif.h2_3	K00940_downstream	(0.4,0.44]	(46,54]	29.52	1.1764705882352942	0	42	65	63.71	13	20	3.1	1	23.846153846153847	7.6923076923076925
K00940_downstream.fna.motif.h2_5	K00940_downstream	(0.4,0.44]	(46,54]	0.64	34.11764705882353	0.930171	37	54	66.96	9	16.666666666666664	2.5	1	27.77777777777778	11.11111111111111
K00940_upstream.fna.motif.h1_4.h2_1	K00940_upstream	(0.4,0.44]	(46,54]	8.57	4.705882352941177	0	41	85	61.89	5	5.88235294117647	1.8	0	36	0
K00940_upstream.fna.motif.h2_2.h2_5	K00940_upstream	(0.4,0.44]	(46,54]	11.94	3.5294117647058822	0.093268	73	106	60.01	25	23.58490566037736	7.2	0	28.800000000000004	0
K00940_upstream.fna.motif.h2_3	K00940_upstream	(0.4,0.44]	(46,54]	0.01	78.82352941176471	0	49	74	67.8	17	22.972972972972975	4.1	0	24.117647058823525	0
K00948_downstream.fna.motif.h1_1	K00948_downstream	(0.36,0.4]	(41,46]	2.1	11.11111111111111	0	25	37	71.6	10	27.027027027027028	1.1	0	11.000000000000002	0
K00948_downstream.fna.motif.h1_5	K00948_downstream	(0.36,0.4]	(41,46]	47.45	11.11111111111111	0.903026	41	50	57.03	12	24	3.8	7	31.666666666666664	58.333333333333336
K00948_downstream.fna.motif.h2_3	K00948_downstream	(0.36,0.4]	(41,46]	0.01	55.55555555555556	0	10	53	92.96	11	20.754716981132077	0	0	0	0
K00954_downstream.fna.motif.h1_1	K00954_downstream	(0,0.36]	(46,54]	0.09	76.92307692307692	0	17	40	88.25	9	22.5	0.3	0	3.3333333333333335	0
K00954_downstream.fna.motif.h1_2	K00954_downstream	(0,0.36]	(46,54]	0.01	100	0	14	34	87.18	6	17.647058823529413	0	0	0	0
K00954_downstream.fna.motif.h1_4.h2_3	K00954_downstream	(0,0.36]	(46,54]	0.15	61.53846153846154	0	33	93	78.01	20	21.50537634408602	2.7	0	13.5	0
K00954_downstream.fna.motif.h2_2	K00954_downstream	(0,0.36]	(46,54]	5.19	46.15384615384615	0	31	94	71.81	10	10.638297872340425	1.7	1	17	10
K00954_upstream.fna.motif.h1_2	K00954_upstream	(0.4,0.44]	(41,46]	0.09	59.15492957746479	0	35	39	74.38	3	7.6923076923076925	0.6	0	20	0
K00962_downstream.fna.motif.h1_4	K00962_downstream	(0.4,0.44]	(41,46]	48.04	1.4084507042253522	9.30945e-13	25	45	82.22	12	26.666666666666668	0.3	1	2.5	8.333333333333332
K00962_downstream.fna.motif.h2_1	K00962_downstream	(0.4,0.44]	(41,46]	100.16	1.4084507042253522	0.170942	28	75	68.2	26	34.66666666666667	2.9	7	11.153846153846153	26.923076923076923
K00962_downstream.fna.motif.h2_2	K00962_downstream	(0.4,0.44]	(41,46]	86.04	1.4084507042253522	1.41484	28	86	63.47	25	29.069767441860467	2.2	5	8.8	20
K00978_upstream.fna.motif.h1_1	K00978_upstream	(0,0.36]	(41,46]	69.35	20	0.174848	65	35	45.51	10	28.57142857142857	7.1	8	71	80
K00978_upstream.fna.motif.h1_2	K00978_upstream	(0,0.36]	(41,46]	10.79	40	0	30	34	70.72	4	11.76470588235294	0.9	0	22.5	0
K00978_upstream.fna.motif.h1_3	K00978_upstream	(0,0.36]	(41,46]	8.46	40	0.4248	46	34	49.41	8	23.52941176470588	5.1	6	63.74999999999999	75
K00981_downstream.fna.motif.h1_2.h1_3	K00981_downstream	(0.4,0.44]	(35,41]	0.05	56.25	0	25	89	90.4	23	25.842696629213485	0.4	0	1.7391304347826086	0
K00981_downstream.fna.motif.h1_4	K00981_downstream	(0.4,0.44]	(35,41]	0.08	56.25	0	24	35	88.79	9	25.71428571428571	0.4	0	4.444444444444445	0
K00981_downstream.fna.motif.h1_5	K00981_downstream	(0.4,0.44]	(35,41]	0.56	25	0.0052405	24	55	87.57	15	27.27272727272727	0.3	0	2	0
K00981_downstream.fna.motif.h2_3.h2_5	K00981_downstream	(0.4,0.44]	(35,41]	0.02	75	0	26	154	90.86	31	20.12987012987013	0.6	0	1.935483870967742	0
K00981_upstream.fna.motif.h1_1	K00981_upstream	(0.4,0.44]	(54,63]	38.4	3.3333333333333335	1.99114	18	31	69.89	11	35.483870967741936	0.9	2	8.181818181818182	18.181818181818183
K00981_upstream.fna.motif.h1_2	K00981_upstream	(0.4,0.44]	(54,63]	53.65	3.3333333333333335	1.87466	17	44	51.75	16	36.36363636363637	3.5	8	21.875	50
K00981_upstream.fna.motif.h1_4	K00981_upstream	(0.4,0.44]	(54,63]	98.95	3.3333333333333335	0	26	59	50.51	16	27.11864406779661	4.8	7	30	43.75
K00988_downstream.fna.motif.h1_1.h2_3	K00988_downstream	(0.36,0.4]	(54,63]	1.62	40	0.428967	26	89	85.01	16	17.97752808988764	0.9	1	5.625	6.25
K00988_downstream.fna.motif.h1_2	K00988_downstream	(0.36,0.4]	(54,63]	1.02	40	0	20	34	84.13	3	8.823529411764707	0	0	0	0
K00988_downstream.fna.motif.h1_5	K00988_downstream	(0.36,0.4]	(54,63]	22.97	10	0.927993	34	45	81.52	14	31.11111111111111	1.5	2	10.714285714285714	14.285714285714285
K00988_downstream.fna.motif.h2_1	K00988_downstream	(0.36,0.4]	(54,63]	17.99	10	0.383244	29	97	77.8	16	16.49484536082474	2.2	2	13.750000000000002	12.5
K00988_downstream.fna.motif.h2_2.h2_4	K00988_downstream	(0.36,0.4]	(54,63]	0.01	100	0	36	143	79.26	20	13.986013986013987	2.7	0	13.5	0
K00988_upstream.fna.motif.h1_1	K00988_upstream	(0.36,0.4]	(46,54]	63.56	2.7777777777777777	2.9058	14	34	44.85	12	35.294117647058826	3.1	8	25.833333333333336	66.66666666666666
K00995_downstream.fna.motif.h1_3	K00995_downstream	(0.4,0.44]	(41,46]	8.21	9.859154929577466	0	50	44	73.73	4	9.090909090909092	0.7	0	17.5	0
K00995_downstream.fna.motif.h1_4.h2_3	K00995_downstream	(0.4,0.44]	(41,46]	23.79	1.4084507042253522	0.377051	29	74	75.8	13	17.56756756756757	1.7	0	13.076923076923078	0
K00995_downstream.fna.motif.h2_2	K00995_downstream	(0.4,0.44]	(41,46]	0.03	67.60563380281691	0	69	78	62.48	13	16.666666666666664	4.7	0	36.15384615384615	0
K00995_upstream.fna.motif.h1_2.h2_2	K00995_upstream	(0.4,0.44]	(41,46]	0.04	64.7887323943662	0	22	89	93.88	25	28.08988764044944	0.2	0	0.8	0
K00995_upstream.fna.motif.h1_3	K00995_upstream	(0.4,0.44]	(41,46]	0.06	61.971830985915496	0	11	36	88.83	5	13.88888888888889	0	0	0	0
K00995_upstream.fna.motif.h1_4	K00995_upstream	(0.4,0.44]	(41,46]	0.09	59.15492957746479	0	8	30	91.43	8	26.666666666666668	0	0	0	0
K00995_upstream.fna.motif.h2_1	K00995_upstream	(0.4,0.44]	(41,46]	6.97	12.67605633802817	0.00147796	25	77	81.47	10	12.987012987012985	0.6	0	6	0
K01000_downstream.fna.motif.h1_1	K01000_downstream	(0.36,0.4]	(46,54]	44.86	2.7777777777777777	2.9792	28	37	65.82	11	29.72972972972973	2.3	5	20.909090909090907	45.45454545454545
K01000_downstream.fna.motif.h1_3	K01000_downstream	(0.36,0.4]	(46,54]	4.09	11.11111111111111	1.07592	25	42	80.85	10	23.809523809523807	0.6	2	6	20
K01000_downstream.fna.motif.h1_4	K01000_downstream	(0.36,0.4]	(46,54]	0.01	80.55555555555556	0	23	39	83.17	7	17.94871794871795	0.6	0	8.571428571428571	0
K01000_downstream.fna.motif.h2_2	K01000_downstream	(0.36,0.4]	(46,54]	2.51	16.666666666666664	0.68775	35	81	80.99	15	18.51851851851852	1.9	0	12.666666666666664	0
K01000_upstream.fna.motif.h1_1.h1_3	K01000_upstream	(0.36,0.4]	(46,54]	8.95	8.333333333333332	0.938857	26	100	85.66	26	26	1.1	1	4.230769230769231	3.8461538461538463
K01008_downstream.fna.motif.h1_5.h2_1	K01008_downstream	(0.4,0.44]	(41,46]	0.29	46.47887323943662	0.00319209	24	82	86.52	16	19.51219512195122	0.7	0	4.375	0
K01008_downstream.fna.motif.h2_3	K01008_downstream	(0.4,0.44]	(41,46]	43.84	1.4084507042253522	1.8461	27	79	81.79	19	24.050632911392405	1.7	0	8.947368421052632	0
